,Unnamed: 0,Wind speed (m/s),Power (kW),Blade angle (pitch position) A (°),Rotor speed (RPM)
1147,12336,6.737136269,675.8792419,0.0,12.60104093
1148,12337,6.48613222,674.925603,0.0,12.63925599
1149,12338,6.687584199,660.1108238,0.0,12.47507572
1150,12342,6.331824112,601.9181625,0.0,12.1978768
1151,12345,6.345337749,547.9896515,0.0,11.88988937
1152,12346,6.500037456,670.9957977,0.0,12.58336848
1153,12354,5.599143732,424.7140442,0.0,11.00100678
1154,12358,6.898797011,799.0465469,0.0,13.21054146
1155,12367,9.595130301,1806.405865,1.600500004,15.12645239
1156,12368,7.597211123,1069.66058,0.0,14.32079199
1157,12373,7.935698485,1328.207227,0.171500001,14.88243739
1158,12374,9.276820278,1762.295407,1.400499974,15.10981049
1159,12587,7.799059844,1183.729016,0.065,14.2386864
1160,12604,8.137881088,1270.3978,0.052500001,14.71154751
1161,12620,8.30538919,1180.624396,0.097000003,14.42761664
1162,12621,8.415576196,1272.588492,0.0,14.83295314
1163,12622,8.303978372,1284.494255,0.132000001,14.13302699
1164,12628,8.289796662,1226.045823,0.023333334,14.65828406
1165,12630,8.375555396,1274.334213,0.0,14.89736912
1166,12631,6.847026372,650.9045654,0.0,12.6247819
1167,12634,6.829856014,645.3856522,0.0,12.5189897
1168,12654,6.664946747,493.65457,0.0,11.60121511
1169,12663,8.273647261,1268.239633,0.0,15.12121846
1170,12664,8.37856257,1328.51828,0.0,15.1500949
1171,12677,6.567345166,661.827034,0.0,12.63069525
1172,12682,8.480916166,1294.430292,0.0,15.15063697
1173,12684,8.582193136,1387.219751,0.0,15.15729707
1174,12690,6.448377991,676.0723907,0.0,12.68539001
1175,12693,7.931967306,1066.120081,0.0,14.66407724
1176,12698,8.080782914,1084.442712,0.0,14.78836061
1177,12699,8.224363947,1106.544879,0.0,14.89912865
1178,12702,8.059900045,1068.366788,0.0,14.75966839
1179,12821,6.127952194,466.9550598,0.0,11.40291779
1180,12822,6.724551034,665.0858734,0.0,12.74583636
1181,12823,6.780312681,794.0814484,0.0,13.46316594
1182,12824,8.072299933,1035.338437,0.0,14.65039073
1183,12826,6.954596066,630.0727417,0.0,12.52007438
1184,12827,7.448878312,756.8216156,0.0,13.27446981
1185,12828,6.145902216,500.5969528,0.0,11.61287364
1186,12830,6.396922803,540.9481155,0.0,11.95520358
1187,12831,6.383056641,515.8676926,0.0,11.81122546
1188,12832,6.78768208,594.3596008,0.0,12.3069279
1189,12833,6.72945137,670.2013977,0.0,12.7679826
1190,12836,8.180816293,1043.433701,0.0,14.65820633
1191,12838,7.90559001,802.1212646,0.0,13.51024018
1192,12839,7.665001416,785.7183197,0.0,13.41865182
1193,12845,8.403529072,1233.217456,0.0,15.12691766
1194,12846,8.411436701,1267.260083,0.0,15.1204724
1195,12847,8.223974013,1130.25722,0.0,15.04144616
1196,12848,8.237487483,1131.913312,0.0,15.04340038
1197,12849,7.839414716,1032.015536,0.0,14.59393564
1198,12856,7.505790901,781.4356598,0.0,13.38716219
1199,12859,7.42094183,777.6107605,0.0,13.38668275
1200,12860,6.947598004,657.466983,0.0,12.68849972
1201,12861,6.441806936,573.5870148,0.0,12.15298113
1202,12862,6.271922922,592.081427,0.0,12.29192886
1203,12863,6.081547888,533.9340467,0.0,11.92305565
1204,12954,5.914242065,411.6729149,0.0,10.93135133
1205,12955,6.009798953,482.0622125,0.0,11.42100617
1206,12956,5.276731563,392.2997864,0.0,10.73921929
1207,12959,5.997234988,414.974942,0.0,10.92891853
1208,12960,6.143229091,515.8287933,0.0,11.65054433
1209,12961,5.175287533,445.2070793,0.0,11.13686675
1210,12962,5.031437987,389.138651,0.0,10.76240475
1211,12963,5.516651917,509.8366882,0.0,11.58381924
1212,12964,5.808138943,587.3889832,0.0,12.05531046
1213,12965,6.120601559,488.7321777,0.0,11.43648376
1214,12966,7.83059752,1152.465009,0.0115,14.50414114
1215,12967,7.868929052,1184.948657,0.0,14.55111261
